# AGN bolometric luminosity data, taken from Shen et al. (2020):
# 2020ApJ.892.17D
# In this file we include all of the data from the paper, for all redshifts and
# observation bands. Units of the luminosity are erg/s. Units of the luminosity 
# function are Mpc^-3 dex^-1.
#
#Wavelength    Redshift    log_L_bol_err    log_L_bol_err    log_Phi    log_Phi_erra
soft_X_ray       3.00          46.26             0.31         -4.69        0.10
soft_X_ray       3.00          46.94             0.25         -6.03        0.13
soft_X_ray       3.00          47.45             0.19         -6.98        0.15
soft_X_ray       3.00          48.14             0.25         -8.77        0.18
soft_X_ray       3.00          50.73             0.94         -12.30        0.32
soft_X_ray       3.00          45.06             0.00         -4.09        0.23
soft_X_ray       3.00          46.41             0.50         -4.88        0.26
soft_X_ray       3.00          45.74             0.00         -3.99        0.20
soft_X_ray       3.00          46.62             0.33         -5.39        0.18
soft_X_ray       3.00          47.58             0.35         -7.20        0.20
soft_X_ray       3.00          48.68             0.40         -9.38        0.61
soft_X_ray       3.00          49.67             0.36         -10.23        0.42
soft_X_ray       3.00          44.18             0.00         -3.44        0.08
soft_X_ray       3.00          46.00             0.69         -4.92        0.11
soft_X_ray       3.00          47.88             0.69         -8.47        0.15
soft_X_ray       3.00          49.78             0.69         -10.01        0.30
mid_IR           3.00          47.52             0.00         -6.45        0.24
mid_IR           3.00          47.25             0.00         -6.43        0.30
mid_IR           3.00          46.86             0.20         -5.78        0.14
mid_IR           3.00          46.46             0.20         -5.50        0.15
mid_IR           3.00          46.07             0.20         -4.71        0.17
mid_IR           3.00          45.68             0.20         -5.16        0.12
UV               3.20          47.07             0.00         -5.95        0.22
UV               3.20          46.88             0.10         -6.04        0.23
UV               3.20          46.68             0.10         -5.60        0.16
UV               3.20          46.48             0.10         -5.30        0.12
UV               3.20          46.29             0.10         -5.10        0.11
UV               3.20          46.09             0.10         -4.90        0.10
UV               3.20          46.44             0.00         -5.13        0.28
UV               3.20          45.85             0.30         -4.65        0.18
UV               3.20          45.46             0.20         -4.03        0.10
UV               3.20          45.08             0.20         -3.70        0.08
UV               3.20          47.63             0.00         -7.68        0.33
UV               3.20          47.52             0.05         -7.29        0.15
UV               3.20          47.40             0.06         -6.79        0.08
UV               3.20          47.28             0.06         -6.56        0.07
UV               3.20          47.17             0.06         -6.33        0.06
UV               3.20          47.05             0.06         -6.13        0.05
UV               3.20          46.93             0.06         -5.94        0.04
UV               3.20          46.82             0.06         -5.77        0.04
UV               3.20          46.69             0.06         -5.58        0.03
UV               3.20          46.58             0.06         -5.49        0.03
UV               3.20          46.47             0.06         -5.42        0.03
UV               3.20          46.34             0.06         -5.26        0.04
UV               3.20          46.23             0.06         -5.11        0.04
UV               3.20          46.12             0.06         -4.90        0.05
UV               3.20          47.20             0.00         -5.94        0.39
UV               3.20          46.41             0.40         -5.39        0.25
UV               3.20          46.02             0.20         -5.12        0.34
UV               3.20          46.66             0.00         -5.65        0.04
UV               3.20          46.78             0.06         -5.80        0.02
UV               3.20          46.90             0.06         -6.04        0.02
UV               3.20          47.01             0.06         -6.23        0.03
UV               3.20          47.13             0.06         -6.41        0.03
UV               3.20          47.25             0.06         -6.62        0.03
UV               3.20          47.37             0.06         -6.86        0.04
UV               3.20          47.49             0.06         -7.12        0.05
